pathway	GeneSetCollection	direction	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	FDR_global
GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP	IMMUNOLOGIC	Up	0.00032133676092545	0.00717584955460244	0.747603108438682	2.6564938200803	0	182	GBP4,SLFN12L,CCRL2,STAT1,TMEM140,RSAD2,DDX60,USP18,CXCL10,CMPK2,SAMHD1,STAT2,PSMB8,TRIM21,ISG15,IFI44,GBP7,RTP4,SOCS1,PSMB9,TNFSF10,CASP4,ASB13,PARP9,ICAM1,RNF19B,ZNFX1,IRF7,AIDA,PARP14,TAP1,LYSMD2,CD274,PSMB10,TTC39B,TRIM26,PARP12,NUPR1,ZBP1,TRAFD1,RBM43,C19orf66,DHX58,ZUFSP,NAMPT,APOBEC3B,C19orf12,PNPT1,OGFR,IRF1,OGFRL1,IFIH1,PPA1,VPS54,IFI35,DAXX,ZNF281,SLFN13,IRGM,AIM1,TAPBP,EPSTI1,TPST1,OAS2,IFIT2,ADAR,IFIT1B,RBL1,RIPK1,MYD88,TOR3A,MORC3,N4BP1,CLIC4,EFR3A,MOV10,HLA-E,ISG20,RNF114,KBTBD2,OAS1,GBP2,ARNT2	0.0117243397079554
GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN	IMMUNOLOGIC	Up	0.000327332242225859	0.00717584955460244	0.758406172345773	2.63943876262736	0	153	GBP5,STAT1,B2M,RSAD2,USP18,CXCL10,BATF2,APOL6,IL12RB1,STAT2,NMI,SLC43A3,CCL5,IL18BP,IFI44,RTP4,SOCS1,TNFSF10,SERPINB9,NOD1,SERPING1,ICAM1,RNF19B,ERAP1,AIDA,PARP14,CREM,CD47,LAP3,EIF4E3,PARP3,ALDH1A1,PARP12,NUPR1,SNX10,TRAFD1,DHX58,PSME1,NAMPT,NUFIP1,RNF135,PARP11,OGFR,RUNX2,NLRC5,IFI35,HSH2D,CIITA,TAPBP,HOPX,CTSO,RYBP,KCNK5,UBE2L6,EPSTI1,INSRR,IFIT2,UPP1,NFKBIE,NR4A2,RAB19,SLC25A22,ISG20,RNF114,LCK	0.0117243397079554
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	PATHWAYS	Up	0.000336927223719677	0.0112564332032075	0.806428838796152	2.62398763220656	0	92	GBP4,STAT1,USP18,CXCL10,SAMHD1,HLA-DMB,PSMB8,IL18BP,MPEG1,ISG15,GBP7,SOCS1,PSMB9,HLA-DQB1,ICAM1,UBA7,RNF19B,LY75,XDH,IRF7,TAP2,WARS,TAP1,IFI16,PSMB10,CD74,HLA-DQA1,SNX10,EIF1AX,PSME1,NAMPT,PSME2,CTSS,IRF8,IRF1,IFI35,HLA-DMA,IRGM,AIM1,TAPBP,FAS,IL6ST,C8orf33,SHISA5,N4BP1,FKBP5	0.0117243397079554
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	IMMUNOLOGIC	Up	0.000326477309826967	0.00717584955460244	0.75175421077308	2.61485206285918	0	151	GBP4,GBP5,HERC6,TMEM140,SLCO3A1,SLFN5,RSAD2,DDX60,USP18,CXCL10,CMPK2,BATF2,RNF213,APOL6,STAT2,TRIM5,TRIM21,ISG15,IFI44,RTP4,TNFSF10,PIWIL4,PARP9,SERPING1,PHF11,GTPBP2,PTGS2,ZNFX1,IRF7,PARP14,WARS,TAP1,STARD5,CD274,PPM1K,NEXN,PARP12,ZBP1,C19orf66,DHX58,NAMPT,PNPT1,SECTM1,IRF1,IFIH1,NLRC5,XAF1,DDX58,INTS12,IFNB1,USP42,UBE2L6,EPSTI1,OAS2,IFIT2,DDIT3,ADAR,CSRNP1,MYD88,RAD9A,GRHL1,TLK2,MOV10,ISG20	0.0117243397079554
GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP	IMMUNOLOGIC	Up	0.000328839197632358	0.00717584955460244	0.749691998926157	2.60093692263105	0	149	GNB4,HERC6,STAT1,TMEM140,B2M,RSAD2,DDX60,USP18,CXCL10,CMPK2,BATF2,RNF213,SAMHD1,STAT2,NMI,PSMB8,TRIM5,TRIM21,ISG15,IFI44,PSMB9,CASP1,ZC3HAV1,PARP9,PHF11,ZNFX1,IRF7,TAP2,PARP14,TAP1,HLA-G,IFI16,LAP3,CD274,TRIM26,PPM1K,PARP12,RBM43,C19orf66,DHX58,HLA-F,PSME1,PSME2,PNPT1,OGFR,TRIM69,IFIH1,NLRC5,IFI35,XAF1,NUB1,DDX58,TAPBPL,WDR25,UBE2L6,RBCK1,CYLD,OAS2,IFIT2,ADAR,CSRNP1,ABHD2,MYD88,UHRF1BP1,MOV10,HLA-E,PSMG2,OAS1,AGTRAP,ANKIB1,EIF2S2,CDK5RAP1,IFITM3,BAZ1A,ANKFY1,OPTN,GNL2,TRIM25,TREX1,TRIM14,SPATS2L,EIF2AK2,PML,OAS3,IRF9,PRPF3,EHD4,TRANK1	0.0117243397079554
GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN	IMMUNOLOGIC	Up	0.000327332242225859	0.00717584955460244	0.741323831440293	2.59879033474524	0	164	HERC6,STAT1,TMEM140,RSAD2,DDX60,USP18,CXCL10,APOL6,SAMHD1,STAT2,NMI,PSMB8,TRIM21,ISG15,IFI44,RTP4,SOCS1,PSMB9,CASP1,ZC3HAV1,TNFSF10,UBA7,RNF19B,PHF11,TLR3,IRF7,TAP2,WARS,TAP1,HLA-G,CD47,CSF1,IFI16,LAP3,PSMB10,TRIM26,ARID5A,PARP12,TRAFD1,TLE4,HLA-A,C19orf66,DHX58,HLA-F,PSME1,PSME2,OGFR,SECTM1,IRF1,IFIH1,PPA1,IFI35,XAF1,DDX58,PCNX,UBE2L6,IL15RA,RNF31,RBCK1,CYLD,OAS2,IFIT2,ADAR,VEGFC,RIPK1,ZCCHC2,MYD88,N4BP1,PLA1A,HLA-E,ISG20,ORC4,RNF114,OAS1,GBP2,PARP4,MAX,NAPA,ELF1,NBN,USP25,BAZ1A,RPS6KC1,ANKFY1,OPTN,IDO1,TREX1,TRIM14,MYCBP2,SPATS2L,TMEM62,EIF2AK2,PML,RIPK2,OAS3,IRF9,EHD4,TRANK1	0.0117243397079554
GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	IMMUNOLOGIC	Up	0.000319693094629156	0.00717584955460244	0.728502143227944	2.59803259202789	0	187	GBP4,SLFN12L,CCRL2,STAT1,TMEM140,RSAD2,GPR155,USP18,CXCL10,CMPK2,ROS1,SAMHD1,STAT2,TRIM21,ISG15,GBP7,RTP4,SOCS1,PSMB9,TNFSF10,ASB13,PARP9,RNF19B,WIPF1,TLR3,ZNFX1,IRF7,AIDA,PARP14,TAP1,HLA-G,LYSMD2,CD274,TRIM26,ARID5A,PARP12,ZBP1,TRAFD1,RBM43,DHX58,ZUFSP,NAMPT,APOBEC3B,C19orf12,PNPT1,OGFR,IRF1,MCL1,IFIH1,PPA1,VPS54,IFI35,DAXX,NOC4L,ZNF281,LMO4,STK19,SLFN13,INSL6,MITD1,IRGM,SRSF7,TAPBP,FAS,LGALS9B,OAS2,IFIT2,IFIT1B,RBL1,SCARB2,RIPK1,MYD88,TOR3A,MORC3,SLC25A22,CLIC4,MOV10,HLA-E,RFC3,ISG20,RNF114,OAS1,GHITM,GBP2,NFE2L2,IPO7,TOR1AIP1,ATAD1,PIK3C2A,ETNK1,NBN,USP25,DDX24,ANKFY1	0.0117243397079554
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN	IMMUNOLOGIC	Up	0.000325732899022801	0.00717584955460244	0.743451808122499	2.5967497292619	0	156	GBP4,GBP5,STAT1,SLCO3A1,SLFN5,DDX60,CMPK2,RNF213,SAMHD1,IL12RB1,TRIM21,IL18BP,ISG15,RTP4,PSMB9,ZC3HAV1,SERPINB9,NOD1,ICAM1,RNF19B,PHF11,IRF7,PARP14,WARS,CSF1,CD274,PSMB10,TMCO4,TRIM26,SDC3,PARP12,NUPR1,ZBP1,PSME1,NAMPT,PSME2,ABTB2,OGFR,NLRC5,TRAF5,PPA1,ECE2,ATF4,ETV6,DDX58,SLAMF8,IL15RA,EPSTI1,TPST1,RNF31,OAS2,CENPJ,PLIN2,MYD88,SLC25A22,EIF6,MLKL,LRRK1,NOL9,MOV10,RNF114,C3,GBP2,PLAC8,CERS6,DDX54,DCP2,ATP13A1,MME,ANKFY1,G3BP2,NAA20,TRIM25,TRIM14,FOXRED1,ATP10A,RASA4,PML,SGCB,KIRREL,IRF9,PAPD7,EHD4	0.0117243397079554
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	IMMUNOLOGIC	Up	0.000329055610398157	0.00717584955460244	0.750080119168913	2.59435286394202	0	145	GBP4,GBP5,HERC6,STAT1,SLFN5,RSAD2,DDX60,USP18,CXCL10,CMPK2,BATF2,APOL6,STAT2,B3GNT4,TRIM5,ISG15,IFI44,RTP4,C21orf91,ZC3HAV1,TNFSF10,PARP9,SERPING1,NEURL3,UBA7,PHF11,TLR3,PTGS2,ZNFX1,IRF7,PARP14,WARS,TAP1,LYSMD2,STARD5,TRIM26,ARID5A,NEXN,FAM65B,ZBP1,C19orf66,DHX58,PNPT1,ABTB2,SECTM1,TRIM69,NRIP1,IFIH1,XAF1,DDX58,IFNB1,FAS,PSMA4,IL15RA,EPSTI1,NEDD9,OAS2,IFIT2,ADAR,NAA25	0.0117243397079554
GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN	IMMUNOLOGIC	Up	0.00032071840923669	0.00717584955460244	0.730890584425113	2.59173875499732	0	177	GNB4,CCRL2,SLFN5,RSAD2,ITGB7,DDX60,USP18,CXCL10,TLR2,CMPK2,BATF2,SAMHD1,IL12RB1,STAT2,NMI,TRIM5,TRIM21,IL18BP,MPEG1,C2,GBP7,RTP4,SERPINB9,PARP9,UBA7,TLR3,IRF7,AIDA,PARP14,HLA-G,ITGAL,CD274,EFHB,EIF4E3,SLAMF9,SNX10,RBM43,ZUFSP,PARP11,IRF1,SFMBT1,IFIH1,NLRC5,MARCH5,IRAK2,HSH2D,SCLY,ETV6,SLFN13,NAAA,IFNB1,TAPBP,SLAMF8,LARP1,OAS2,IFIT2,ADAR,C8orf33,SHISA5,TOR3A,N4BP1,CLIC4,HLA-E,IFT172,OAS1,TMEM39B,PLAC8,TOR1AIP1,BFSP1,IFITM3,ANKFY1,HDC,IDO1,TRIM25,SPATS2L,VCAM1,EIF2AK2,ABCG1,SGCB,USP11,IRF9,APOBEC1,PAPD7	0.0117243397079554
GSE7509_UNSTIM_VS_IFNA_STIM_IMMATURE_DC_DN	IMMUNOLOGIC	Up	0.000325732899022801	0.00717584955460244	0.739016231517642	2.58125702049189	0	156	GNB4,CCRL2,USP18,CXCL10,TLR2,BATF2,PSMB8,IL18BP,ISG15,SLC7A3,IFI44,UBD,SOCS1,PSMB9,CASP1,TNFSF10,CASP4,ASB13,NOD1,SERPING1,ICAM1,RNF19B,LY75,PHF11,ERAP1,CSF1,ITGAL,PSMB10,EIF4E3,PARP3,SDC3,PARP12,TNFRSF14,RBM43,PARP11,PNPLA7,IRF1,MCL1,NLRC5,XAF1,BID,LMO4,IRAK2,PLA2G4A,CIITA,SLC2A6,TAPBP,CTSO,IL15RA,EPSTI1,INSRR,CYLD,IFIT2,UPP1,USP4,UVRAG,MLKL,VWA5A,LCK	0.0117243397079554
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP	IMMUNOLOGIC	Up	0.00032133676092545	0.00717584955460244	0.725323853571529	2.57732788002129	0	182	GBP4,GNB4,SLFN12L,STAT1,RSAD2,USP18,CXCL10,SAMHD1,NMI,PSMB8,TRIM21,IL18BP,MPEG1,ISG15,SLC7A3,GBP7,SOCS1,PSMB9,TNFSF10,CASP4,SERPINB9,UBA7,RNF19B,XDH,TRIB3,ZNFX1,IRF7,TAP2,TAP1,CD47,PSMB10,TRAFD1,PSME1,NAMPT,PSME2,PNPT1,OGFR,IRF1,IFIH1,TRAF5,VPS54,IFI35,DUSP16,MARCH5,DAXX,SAP30,NUB1,IRGM,AIM1,TAPBP,IL13RA1,UBE2L6,TBPL1,IL11,LGALS9B,RBCK1,IFIT2,TFR2,ADAR,IFIT1B,C8orf33,SHISA5,NFE2L1,STX3,MYD88,TOR3A,PRKCE,DYNC1H1,N4BP1,MAFK,CLIC4,TNFAIP8,GNA13,MOV10,ISG20,SOCS2,FBXW4,PTPN14,FMR1,GBP2,CBX4,OSMR,TGIF1,TSC22D3,ETNK1,IFITM3,DDX24,ANKFY1,TRIM25,FRMD5,RFX2,FES,JUN,EIF2AK2,PSMD7,ITM2B,PML,IRF9,APOBEC1,ANKRD17	0.0117243397079554
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	IMMUNOLOGIC	Up	0.000326690623979092	0.00717584955460244	0.732586858228143	2.56983604682036	0	165	HERC6,STAT1,TMEM140,B2M,DDX60,USP18,APOL6,SAMHD1,NMI,PSMB8,TRIM5,TRIM21,ISG15,IFI44,RTP4,PSMB9,CASP1,TNFSF10,SERPINB9,FLT3LG,SERPING1,UBA7,RNF19B,LEPROTL1,C1R,PHF11,ERAP1,TLR3,IRF7,TAP2,WARS,TAP1,HLA-G,CD47,IFI16,LAP3,PSMB10,PARP3,PARP12,TRAFD1,HLA-A,C19orf66,HLA-F,PSME1,PSME2,OGFR,CTSS,SECTM1,IRF8,IRF1,MCL1,IFIH1,PPA1,IFI35,DDX58,TAPBPL,TAPBP,FAS,PSMA4,UBE2L6,RBCK1,IL6ST,FOSL2,LMO2,OAS2,IFIT2,ADAR,MYD88,SLC25A22,LAMP3,HLA-E,ISG20,RNF114,C3,OAS1,TRIM31	0.0117243397079554
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN	IMMUNOLOGIC	Up	0.000327439423706614	0.00717584955460244	0.734042382700711	2.56887020889829	0	162	GBP4,HERC6,STAT1,RSAD2,DDX60,TNFSF13B,USP18,CXCL10,CMPK2,BATF2,RNF213,APOL6,STAT2,NMI,PSMB8,TRIM5,ISG15,C2,IFI44,RTP4,PSMB9,TNFSF10,PARP9,SERPING1,PHF11,PARP10,IRF7,PARP14,TAP1,IFI16,FOSL1,LAP3,RBBP8,NEXN,PARP12,ZBP1,C19orf66,DHX58,PSME2,PNPT1,SECTM1,TRIM69,IFIH1,IFI35,XAF1,DDX58,PSMA4,UBE2L6,IL15RA,EPSTI1,OAS2,IFIT2,ADAR,PRPSAP1,SHISA5,SCARB2,ZCCHC2,MYD88,PLXNC1,ACP2,LAMP3	0.0117243397079554
GSE42021_TREG_PLN_VS_TREG_PRECURSORS_THYMUS_DN	IMMUNOLOGIC	Up	0.000326690623979092	0.00717584955460244	0.729094570540593	2.55758547655072	0	165	HERC6,STAT1,TMEM140,B2M,RSAD2,DDX60,USP18,APOL6,SAMHD1,STAT2,NMI,PSMB8,TRIM5,TRIM21,ISG15,IFI44,SOCS1,PSMB9,ZC3HAV1,TNFSF10,SERPINB9,RNF19B,LPAR4,PHF11,GTPBP2,TLR3,IRF7,TAP2,CREM,TAP1,HLA-G,CD47,IFI16,LAP3,PSMB10,TRIM26,PARP12,TRAFD1,HLA-A,C19orf66,HLA-F,PSME1,PSME2,OGFR,PLXNB3,IRF1,IFIH1,IFI35,XAF1,DUSP22,DDX58,TAPBP,FAS,UBE2L6,IL15RA,RNF31,RBCK1,LMO2,OAS2,IFIT2,ADAR,SCARB2,ZCCHC2,MYD88,TLK2,LAMP3,HLA-E,ISG20,RNF114,FMR1,OAS1,BLZF1,PARP4,NAPA,GTF2A1,OSMR,SCNN1G,ELF1,IFITM3,ANKFY1,OPTN,SMARCA5,TRIM25,TREX1,TRIM14,SPATS2L,RASGRP3,TMEM62,EIF2AK2,PML,OAS3,IRF9,CFB,EHD4,TRANK1	0.0117243397079554
GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN	IMMUNOLOGIC	Up	0.000325732899022801	0.00717584955460244	0.728527446754128	2.54462149321578	0	156	HERC6,STAT1,RSAD2,DDX60,TNFSF13B,USP18,CXCL10,CMPK2,BATF2,SAMHD1,STAT2,PSMB8,SLC43A3,TRIM5,ISG15,C2,IFI44,RTP4,PARP9,SERPING1,GTPBP2,PARP10,IRF7,PARP14,TAP1,IFI16,FOSL1,LAP3,PARP12,ZBP1,DHX58,PSME2,PNPT1,TRIM69,IFIH1,IFI35,XAF1,DDX58,UBE2L6,EPSTI1,TMEM154,GLCE,OAS2,IFIT2,ADAR,UBTD2,PRPSAP1,SCARB2,MYD88,PLXNC1,ACP2,LAMP3	0.0117243397079554
