	Row.names	Sample_10uninfected	Sample_1infected	Sample_2infected	Sample_5uninfected	Sample_7infected	Sample_9uninfected	GeneSymbol	GeneName
20	ENSMUSG00000000154	7.32283494850726	7.34628734778101	7.30408346939781	7.01131058275066	6.68591843645892	6.74566730296614	Slc22a18	solute carrier family 22 (organic cation transporter), member 18
21	ENSMUSG00000000167	6.7180558765076	7.09076677950018	6.63807133106245	7.08576127530374	6.68591843645892	6.57212866272437	Pih1d2	PIH1 domain containing 2
22	ENSMUSG00000000168	7.82579264932588	7.88399930339829	7.73989493342448	7.75824530458827	7.9676417232225	7.90888339294129	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
23	ENSMUSG00000000171	9.44061981768947	9.21968010376664	9.11330807329947	9.02437869445678	9.16067849378533	9.47803541459707	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein
24	ENSMUSG00000000182	6.75151734804763	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	Fgf23	fibroblast growth factor 23
25	ENSMUSG00000000184	9.51585693402201	8.95043296260403	9.61103952693336	9.12525076059124	9.02843351692984	9.5405471315579	Ccnd2	cyclin D2
26	ENSMUSG00000000194	9.00409456672996	8.99177051716239	8.88051361441965	8.89600308015603	9.17464672287901	8.8792961482839	Gpr107	G protein-coupled receptor 107
27	ENSMUSG00000000197	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	6.72491540983763	6.74566730296614	Nalcn	sodium leak channel, non-selective
28	ENSMUSG00000000223	7.59139075583281	8.33990073720963	8.14079519506574	8.57182585967209	8.53442354612699	8.35854312968323	Drp2	dystrophin related protein 2
29	ENSMUSG00000000253	6.83515225231984	6.58064493182539	7.04393496923012	6.76868269208766	6.68591843645892	6.57212866272437	Gmpr	guanosine monophosphate reductase
30	ENSMUSG00000000266	7.55043333607875	7.00361924452598	7.5343905177389	7.50189332905193	7.43832045215744	7.3067535163719	Mid2	midline 2
31	ENSMUSG00000000275	9.63966929315322	10.095397167885	9.96456303130002	9.95817603923971	10.0374718762673	9.72229718829394	Trim25	tripartite motif-containing 25
32	ENSMUSG00000000276	7.72593772818103	7.97750638894741	7.6186589859727	7.71989740723213	7.48667618716658	7.38803792400387	Dgke	diacylglycerol kinase, epsilon
33	ENSMUSG00000000278	14.8653138610591	14.8853061784274	14.8991976006295	14.5631242369763	14.6133503878561	14.9323999399319	Scpep1	serine carboxypeptidase 1
34	ENSMUSG00000000282	7.73982305181763	7.74523053286888	7.67353396157298	7.72638983694966	7.67370325501297	7.53060489458971	Mnt	max binding protein
35	ENSMUSG00000000290	6.44138184684363	6.6426717568592	6.44138184684363	6.9437370839751	6.44138184684363	6.44138184684363	Itgb2	integrin beta 2
36	ENSMUSG00000000295	7.01690704815953	6.76419814109042	6.68423679389588	6.84343107456164	6.44138184684363	6.82778920741568	Hddc2	HD domain containing 2
37	ENSMUSG00000000296	6.63455681083024	6.44138184684363	6.68423679389588	6.70737800315083	6.44138184684363	6.57212866272437	Tpd52l1	tumor protein D52-like 1
38	ENSMUSG00000000301	7.01690704815953	6.87621970927034	6.44138184684363	7.11318595789574	6.57833403990211	7.0693299958434	Pemt	phosphatidylethanolamine N-methyltransferase
39	ENSMUSG00000000303	7.33363398494901	8.04708645598826	7.10757604031677	7.22440584938458	7.49604145922234	7.62461772463607	Cdh1	cadherin 1
40	ENSMUSG00000000305	6.57481891120229	6.44138184684363	6.57734284349729	6.76868269208766	6.93627975404148	6.44138184684363	Cdh4	cadherin 4
41	ENSMUSG00000000308	7.45337841972905	7.63558415130838	7.25659609774493	7.05708342668657	7.15622000475769	7.21617118365318	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous
42	ENSMUSG00000000317	7.48988352101746	6.76419814109042	7.29247979212127	7.12647454035407	6.91507874091142	6.97184463987173	Bcl6b	B cell CLL/lymphoma 6, member B
43	ENSMUSG00000000318	6.7180558765076	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	Clec10a	C-type lectin domain family 10, member A
44	ENSMUSG00000000320	6.80940306596451	7.10679929547938	6.57734284349729	6.62693519732662	6.89287391576668	6.44138184684363	Alox12	arachidonate 12-lipoxygenase
45	ENSMUSG00000000325	7.64593010408904	7.43304939011363	7.62669019298414	7.6314098753422	7.59322567978322	7.60197233916743	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome
46	ENSMUSG00000000326	10.5326158545718	10.7693118107965	10.4871204773543	10.2740536555127	10.7866546781852	10.6701196511346	Comt	catechol-O-methyltransferase
47	ENSMUSG00000000339	6.67995620631423	6.6426717568592	6.44138184684363	6.8201672183069	6.84478036260167	6.74566730296614	Rtca	RNA 3'-terminal phosphate cyclase
48	ENSMUSG00000000340	7.15318064286534	7.63558415130838	7.24425164222102	7.13950167406684	7.08083205810358	6.93503085417348	Dbt	dihydrolipoamide branched chain transacylase E2
49	ENSMUSG00000000346	12.627449954116	13.3441177216079	13.3020412753882	12.8399670687192	12.8941862174418	13.1480802971195	Dazap2	DAZ associated protein 2
50	ENSMUSG00000000355	6.75151734804763	7.00361924452598	6.91190301452639	6.84343107456164	6.72491540983763	7.02266625072946	Mcts1	malignant T cell amplified sequence 1
51	ENSMUSG00000000359	10.4861757100697	9.99657295514699	9.96855399240163	9.8176097982868	9.9100506481034	10.1754830211613	Rem1	rad and gem related GTP binding protein 1
52	ENSMUSG00000000374	10.8031387262374	11.0463849053306	11.2283134888855	10.9629244618542	11.3194528165202	11.344260981635	Trappc10	trafficking protein particle complex 10
53	ENSMUSG00000000378	9.17508961341017	9.01867163403401	8.89450751805501	8.98287304997145	8.85672082565505	8.86877436864117	Ccm2	cerebral cavernous malformation 2
54	ENSMUSG00000000384	7.67577525047335	7.34628734778101	7.48921497417014	7.18925746200446	7.39761903434826	7.63942502502214	Tbrg4	transforming growth factor beta regulated gene 4
55	ENSMUSG00000000385	6.57481891120229	6.44138184684363	6.44138184684363	6.44138184684363	6.79006094719416	6.44138184684363	Tmprss2	transmembrane protease, serine 2
56	ENSMUSG00000000386	6.44138184684363	6.6426717568592	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	Mx1	MX dynamin-like GTPase 1
57	ENSMUSG00000000399	7.08115954385633	7.6840612352869	7.48921497417014	7.36992111541675	7.57629014636584	7.64674497479692	Ndufa9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9
58	ENSMUSG00000000409	6.44138184684363	6.87621970927034	6.57734284349729	6.67067459582011	6.44138184684363	6.63081234521615	Lck	lymphocyte protein tyrosine kinase
59	ENSMUSG00000000416	6.57481891120229	6.44138184684363	6.68423679389588	7.04222009895324	7.15622000475769	7.19170064908923	Cttnbp2	cortactin binding protein 2
60	ENSMUSG00000000420	10.3475260994684	10.2502242262664	10.2397875889786	10.2885046726813	10.6901200238148	10.4435729166581	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1
61	ENSMUSG00000000439	7.12531278145975	7.61041085217075	7.16549358684583	7.12647454035407	7.09662602423821	7.37830323298085	Mkrn2	makorin, ring finger protein, 2
62	ENSMUSG00000000440	7.12531278145975	7.23618434867708	6.57734284349729	7.1648262424712	7.11203800570601	6.98931574690059	Pparg	peroxisome proliferator activated receptor gamma
63	ENSMUSG00000000441	8.25350988917244	8.06384215661664	7.92281090715758	8.31801714643293	7.99651377619571	8.05221764292346	Raf1	v-raf-leukemia viral oncogene 1
64	ENSMUSG00000000486	6.57481891120229	6.44138184684363	6.57734284349729	6.62693519732662	6.68591843645892	6.57212866272437	Sept1,Gm4532	septin 1,predicted gene 4532
65	ENSMUSG00000000489	6.90382023956223	7.34628734778101	7.24425164222102	7.34089514753648	7.40797595983341	7.08411707641673	Pdgfb	platelet derived growth factor, B polypeptide
66	ENSMUSG00000000530	9.73741946009641	9.85213391809046	9.45199709253866	9.7680679925432	9.7125126558981	9.34812483169368	Acvrl1	activin A receptor, type II-like 1
67	ENSMUSG00000000531	7.11092824097446	7.20940798782359	7.41184041927454	7.41617177652975	7.18416000832662	7.53880849328831	Grasp	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein
68	ENSMUSG00000000532	7.6903660120414	8.00117472722336	8.02055401179703	7.89344488708077	7.57629014636584	7.60958019898231	Acvr1b	activin A receptor, type 1B
69	ENSMUSG00000000538	9.16623025301842	9.24720653476638	9.25193792677929	9.40185296581623	9.29035534226767	9.13719037199905	Tom1l2	target of myb1-like 2 (chicken)
70	ENSMUSG00000000544	8.58960559357233	8.11801774640416	8.07436062052774	7.26881567921844	7.91371871456188	7.76357789991422	Gpa33	glycoprotein A33 (transmembrane)
71	ENSMUSG00000000552	10.500618648229	10.5881321498822	10.3121667314392	10.6037519468361	10.8129205866338	10.7681517283595	Zfp385a	zinc finger protein 385A
72	ENSMUSG00000000555	11.8115204347726	12.1823940285943	12.157104071043	11.8911331992251	12.4961652328729	12.4679722262002	Itga5	integrin alpha 5 (fibronectin receptor alpha)
73	ENSMUSG00000000561	9.62677766769519	9.78293361752852	9.4368148475952	9.67097457757118	9.49728772356156	9.43422908740117	Wdr77	WD repeat domain 77
74	ENSMUSG00000000563	7.15318064286534	6.44138184684363	6.44138184684363	7.02697258896317	6.95660138149511	7.28508741959002	Atp5f1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1
75	ENSMUSG00000000567	7.66839844625465	7.53063621479598	7.55185814742637	7.92071553625007	7.29811962862202	7.70342252867786	Sox9	SRY (sex determining region Y)-box 9
76	ENSMUSG00000000568	7.37546077586794	7.71510955308565	7.40166805450398	7.82505724791127	7.61807861283805	7.26280282412256	Hnrnpd	heterogeneous nuclear ribonucleoprotein D
77	ENSMUSG00000000581	8.59966221803142	8.27651564150877	8.18948559136479	8.20534399801913	8.36567677570724	8.27857020487123	C1d	C1D nuclear receptor co-repressor
78	ENSMUSG00000000594	9.453431948556	9.17976333267589	9.86966833957487	9.37894049186343	9.8817680816133	9.57163798754232	Gm2a	GM2 ganglioside activator protein
79	ENSMUSG00000000600	7.71892319342629	8.38329386980874	7.13715999703713	7.83092576534306	7.40797595983341	7.57877821855949	Krit1	KRIT1, ankyrin repeat containing
80	ENSMUSG00000000605	7.63065897803255	6.96464353125893	7.33791578713317	7.53401948477508	7.4676480982819	7.68254679637799	Clcn4	chloride channel, voltage-sensitive 4
81	ENSMUSG00000000627	6.57481891120229	6.44138184684363	6.44138184684363	6.62693519732662	6.44138184684363	6.67539591429682	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain
82	ENSMUSG00000000628	7.88146113775451	7.19564235939932	7.02692090750111	7.5418790439371	7.5847956670522	7.48845021067421	Hk2	hexokinase 2
83	ENSMUSG00000000631	8.07975463638722	8.34869941702706	8.36276208930075	7.94205667515305	7.88888129417421	7.83870324391078	Myo18a	myosin XVIIIA
84	ENSMUSG00000000632	6.80940306596451	6.44138184684363	6.63807133106245	6.67067459582011	6.44138184684363	7.09856325024891	Sez6	seizure related gene 6
85	ENSMUSG00000000673	6.44138184684363	6.44138184684363	6.44138184684363	6.62693519732662	6.44138184684363	6.44138184684363	Haao	3-hydroxyanthranilate 3,4-dioxygenase
86	ENSMUSG00000000682	6.75151734804763	6.44138184684363	7.13715999703713	6.76868269208766	6.57833403990211	6.63081234521615	Cd52	CD52 antigen
87	ENSMUSG00000000686	7.44401294343956	7.43304939011363	6.97256794679932	7.21287762013216	6.93627975404148	7.08411707641673	Abhd15	abhydrolase domain containing 15
88	ENSMUSG00000000690	6.75151734804763	6.58064493182539	6.57734284349729	6.67067459582011	6.63945197202666	6.67539591429682	Hoxb6	homeobox B6
89	ENSMUSG00000000693	8.05935136371486	8.48178859793171	7.78867500533754	8.1359497698818	8.15104432254179	7.98547072435797	Loxl3	lysyl oxidase-like 3
90	ENSMUSG00000000708	7.03363637968694	7.20940798782359	7.73989493342448	7.43399537540578	7.26201158818903	7.32784493966751	Kat2b	K(lysine) acetyltransferase 2B
91	ENSMUSG00000000711	8.79225989897432	9.26975146714455	9.60425065253732	9.18943159777669	9.44824711151732	9.31760844830279	Rab5b	RAB5B, member RAS oncogene family
92	ENSMUSG00000000730	7.13939102602423	6.44138184684363	6.44138184684363	6.76868269208766	6.63945197202666	6.80250645500731	Dnmt3l	DNA (cytosine-5-)-methyltransferase 3-like
93	ENSMUSG00000000732	9.46070291779602	8.53596554871129	8.79644388362004	9.51939008189241	8.90236238994125	9.02359740683108	Icosl	icos ligand
94	ENSMUSG00000000738	7.06572896722811	6.58064493182539	6.68423679389588	7.01131058275066	7.04798109385287	7.05417790531993	Spg7	SPG7, paraplegin matrix AAA peptidase subunit
95	ENSMUSG00000000740	9.90066566175339	9.29634978679525	9.12755151437283	9.52743416011288	9.5393377822439	9.57163798754232	Rpl13	ribosomal protein L13
96	ENSMUSG00000000743	10.8001963798871	11.0114520370787	10.3289444595876	10.5515838648059	10.6975782994909	10.4345556370394	Chmp1a	charged multivesicular body protein 1A
97	ENSMUSG00000000751	9.52802793296497	9.61641028328757	9.36245446199337	9.12947906765729	9.15364322119044	9.51215733551068	Rpa1	replication protein A1
98	ENSMUSG00000000753	8.88197565011792	8.08581391721094	8.26353426088218	8.17114779460021	8.1207017898297	8.36241115632436	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1
99	ENSMUSG00000000759	7.26652599743579	7.22291777928959	7.33791578713317	7.24693762259025	7.68903414849984	7.68955404848714	Tubgcp3	tubulin, gamma complex associated protein 3
100	ENSMUSG00000000776	7.19297042711168	7.36882910302238	7.20594343110415	7.24693762259025	7.06462779140639	7.15333705746482	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D
101	ENSMUSG00000000782	8.50268450393443	7.96548352339458	7.96986719409736	8.34465752248436	8.01909372825668	8.15711202140077	Tcf7	transcription factor 7, T cell specific
102	ENSMUSG00000000787	9.53838015172609	9.81563150290001	9.21016998230409	9.66660409325867	9.65369866053252	9.36314574787372	Ddx3x	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked
103	ENSMUSG00000000791	7.19297042711168	6.94401101588253	6.44138184684363	6.92535587269683	7.06462779140639	7.2740253972208	Il12rb1	interleukin 12 receptor, beta 1
104	ENSMUSG00000000792	7.57522042846573	7.19564235939932	7.06047322977923	7.05708342668657	7.18416000832662	7.23984982878291	Slc5a5	solute carrier family 5 (sodium iodide symporter), member 5
105	ENSMUSG00000000794	10.8235763673962	10.0928454556324	10.1151710047852	10.9326104443515	9.96908662737853	10.2074110931868	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3
106	ENSMUSG00000000804	9.4497828186136	9.19868535913717	9.15330289980331	9.54180287412634	9.58546051387287	9.55371864069643	Usp32	ubiquitin specific peptidase 32
107	ENSMUSG00000000805	6.96346617707515	6.72942764256881	7.06047322977923	6.90624153073834	6.91507874091142	6.44138184684363	Car4	carbonic anhydrase 4
108	ENSMUSG00000000811	6.94437788887167	6.68984027428232	6.44138184684363	6.97859911009936	7.09662602423821	6.775303267479	Txnrd3	thioredoxin reductase 3
109	ENSMUSG00000000823	8.84622656140899	8.81547447836663	8.84634271414981	9.0037780370462	8.98147366940048	8.71237533926473	Zfp512b	zinc finger protein 512B
110	ENSMUSG00000000826	8.06448582514974	7.94104381931137	8.01503241027308	8.27894654297387	8.19516194530573	8.17971173831179	Dnajc5	DnaJ heat shock protein family (Hsp40) member C5
111	ENSMUSG00000000827	9.46251500844317	9.19868535913717	9.29253309353811	8.99220235070358	9.00775456463734	9.35753109558283	Tpd52l2	tumor protein D52-like 2
112	ENSMUSG00000000838	9.88173090426756	9.44644845139194	9.34630294170298	9.89457132353899	9.75512881060874	9.81981196300759	Fmr1	fragile X mental retardation syndrome 1
113	ENSMUSG00000000861	6.88213087748312	7.37987515519214	7.07657217581265	7.12647454035407	7.09662602423821	7.08411707641673	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)
114	ENSMUSG00000000876	7.66096600938687	7.60187143902423	7.86735682462663	7.7328409736557	7.5847956670522	7.37830323298085	Pxmp4	peroxisomal membrane protein 4
115	ENSMUSG00000000881	8.16742806034932	7.15266577244868	7.71094059574374	7.70678598957825	7.68139832341003	7.83870324391078	Dlg3	discs large MAGUK scaffold protein 3
116	ENSMUSG00000000884	6.63455681083024	6.44138184684363	6.44138184684363	6.70737800315083	6.68591843645892	6.63081234521615	Gnb1l	guanine nucleotide binding protein (G protein), beta polypeptide 1-like
117	ENSMUSG00000000901	8.89009662160062	9.12640789799565	8.94106526320477	8.77920079089732	8.76686557318182	9.01172333320386	Mmp11	matrix metallopeptidase 11
118	ENSMUSG00000000902	7.71892319342629	6.98448514834338	7.55185814742637	7.64555160518929	7.4676480982819	7.49703859361408	Smarcb1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
119	ENSMUSG00000000903	6.78169862942956	6.58064493182539	6.68423679389588	6.86541157451582	6.79006094719416	6.74566730296614	Vpreb3	pre-B lymphocyte gene 3
120	ENSMUSG00000000915	8.00670968903978	8.03008416851759	8.3119751531596	8.4354712496035	8.56353986650028	8.21935430318623	Hip1r	huntingtin interacting protein 1 related
121	ENSMUSG00000000916	6.88213087748312	6.82435361733234	6.63807133106245	6.9437370839751	7.01320797414593	7.08411707641673	Nsun5	NOL1/NOP2/Sun domain family, member 5
122	ENSMUSG00000000934	6.44138184684363	6.6426717568592	6.68423679389588	6.96146320076006	6.44138184684363	6.44138184684363	Top1mt	DNA topoisomerase 1, mitochondrial
123	ENSMUSG00000000942	6.94437788887167	6.82435361733234	6.86663109624414	6.9437370839751	6.72491540983763	6.93503085417348	Hoxa4	homeobox A4
124	ENSMUSG00000000948	7.8065718398734	7.20940798782359	7.50755404320854	7.51809698388839	7.7263629730562	7.74391788048386	NA	NA
125	ENSMUSG00000000957	10.9739130215425	10.391525377397	10.436552570063	10.9524758118964	10.4216187081046	10.8595248883898	Mmp14	matrix metallopeptidase 14 (membrane-inserted)
126	ENSMUSG00000000958	6.90382023956223	6.58064493182539	6.78770226126989	6.90624153073834	6.79006094719416	6.775303267479	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7
127	ENSMUSG00000000959	8.36633997261649	8.6658591034414	8.7353231671	8.62749993070499	8.95198789510436	8.86877436864117	Oxa1l	oxidase assembly 1-like
128	ENSMUSG00000000976	10.7044506306163	10.7611603283104	10.8251588890791	10.8557072779181	11.0951170430102	11.0598597175563	Heatr6	HEAT repeat containing 6
129	ENSMUSG00000000982	6.57481891120229	6.58064493182539	6.991290469533	6.79536715093781	6.57833403990211	6.44138184684363	Ccl3	chemokine (C-C motif) ligand 3
130	ENSMUSG00000001016	8.13891752282164	8.29037222604609	7.71094059574374	8.09506428723912	7.76941797064156	8.06708602293136	Ilf2	interleukin enhancer binding factor 2
131	ENSMUSG00000001017	7.39561336008981	6.72942764256881	7.59415517496352	7.13950167406684	7.28626865092646	7.35848813979576	Chtop	chromatin target of PRMT1
132	ENSMUSG00000001018	8.59296626083223	8.4416613053407	8.48150783735999	8.61838096208725	8.41503609168451	8.67943373056644	Snapin	SNAP-associated protein
133	ENSMUSG00000001020	7.12531278145975	6.8999417674626	6.97256794679932	6.73961108243289	6.79006094719416	7.09856325024891	S100a4	S100 calcium binding protein A4
134	ENSMUSG00000001023	6.67995620631423	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	S100a5	S100 calcium binding protein A5
135	ENSMUSG00000001025	7.71892319342629	8.03577953296826	7.79546009388878	7.81322186103387	8.05215056064533	7.88599072715132	S100a6	S100 calcium binding protein A6 (calcyclin)
136	ENSMUSG00000001029	6.44138184684363	7.07431713917658	6.72298065275385	6.76868269208766	6.57833403990211	6.44138184684363	Icam2	intercellular adhesion molecule 2
137	ENSMUSG00000001034	10.394540796703	9.88334957510944	10.1948401016355	10.3394002579589	10.0566263051028	10.2682753420911	Mapk7	mitogen-activated protein kinase 7
138	ENSMUSG00000001036	10.1419582327725	10.5244595003918	10.736398983992	9.95337925982636	10.3262684961292	10.1840643187949	Epn2	epsin 2
139	ENSMUSG00000001039	6.83515225231984	7.44330267100768	6.88984360920885	6.97859911009936	6.63945197202666	6.97184463987173	B9d1	B9 protein domain 1
140	ENSMUSG00000001052	9.57404653773571	9.76232237486735	9.6445202176596	9.80039231715343	9.86886217453782	9.74117004912393	Sec24b	Sec24 related gene family, member B (S. cerevisiae)
141	ENSMUSG00000001053	6.80940306596451	6.94401101588253	6.63807133106245	6.8201672183069	6.8184210398433	6.44138184684363	N4bp3	NEDD4 binding protein 3
142	ENSMUSG00000001054	10.0658055708948	9.77504030815176	10.0181971624716	9.39308314573071	9.60970683908222	10.0250482213883	Rmnd5b	required for meiotic nuclear division 5 homolog B
143	ENSMUSG00000001056	6.88213087748312	6.6426717568592	6.84206458995134	6.84343107456164	6.63945197202666	6.67539591429682	Nhp2	NHP2 ribonucleoprotein
144	ENSMUSG00000001062	6.75151734804763	7.39077809734905	6.75700892307715	7.41617177652975	7.76941797064156	7.37830323298085	Vps9d1	VPS9 domain containing 1
145	ENSMUSG00000001065	7.36520043117347	7.16728712520876	7.26874352941724	7.36992111541675	7.34383637135538	7.57091916369677	Zfp276	zinc finger protein (C2H2 type) 276
146	ENSMUSG00000001082	7.28953579784903	7.41217327386526	7.24425164222102	7.36035845732495	7.06462779140639	7.25141326517358	Mfsd10	major facilitator superfamily domain containing 10
147	ENSMUSG00000001089	10.4587145338774	10.8554235143328	11.2340532993371	10.6571734292608	11.0707584601653	10.8166348508615	Luzp1	leucine zipper protein 1
148	ENSMUSG00000001098	11.5355798457236	11.8363754107808	12.1278410799533	11.8289560780492	12.4994930166597	12.4936465296073	Kctd10	potassium channel tetramerisation domain containing 10
149	ENSMUSG00000001100	7.04989838354881	7.20940798782359	6.97256794679932	7.0996205406193	6.95660138149511	7.05417790531993	Poldip2	polymerase (DNA-directed), delta interacting protein 2
150	ENSMUSG00000001105	6.78169862942956	6.6426717568592	6.991290469533	6.73961108243289	6.79006094719416	6.89521086115811	Ift20	intraflagellar transport 20
151	ENSMUSG00000001119	17.280075094861	17.3288364763971	17.2711222904028	17.2288189385316	17.30144251832	17.6051569331472	Col6a1	collagen, type VI, alpha 1
152	ENSMUSG00000001120	7.51632388396686	7.70743717419377	7.39137313620174	7.36992111541675	7.48667618716658	7.29599491170333	Pcbp3	poly(rC) binding protein 3
153	ENSMUSG00000001123	10.0585752586694	9.37749591460754	9.49844768832146	9.19145506287761	9.34697337539338	9.49348905039199	Lgals9	lectin, galactose binding, soluble 9
154	ENSMUSG00000001127	9.27942010160588	9.41035144959921	9.15562121439431	9.19145506287761	9.1442090006649	9.07469546083895	Araf	Araf proto-oncogene, serine/threonine kinase
155	ENSMUSG00000001128	6.96346617707515	7.23618434867708	7.06047322977923	6.67067459582011	6.84478036260167	7.02266625072946	Cfp	complement factor properdin
156	ENSMUSG00000001131	6.98187421243146	6.68984027428232	7.02692090750111	7.02697258896317	6.97614408144789	7.14006039361221	Timp1	tissue inhibitor of metalloproteinase 1
157	ENSMUSG00000001134	6.80940306596451	7.09076677950018	6.44138184684363	6.8201672183069	6.75916639656827	7.02266625072946	Uxt	ubiquitously expressed transcript
158	ENSMUSG00000001138	8.95599774547654	8.68294228486639	9.38239455514621	9.63414997230502	9.80107691123459	9.43422908740117	Cnnm3	cyclin M3
159	ENSMUSG00000001143	7.83212287635344	7.42267418809784	7.80220151410466	7.85408215201917	7.85052837759588	7.72387254568433	Lman2l	lectin, mannose-binding 2-like
160	ENSMUSG00000001150	7.13939102602423	7.20940798782359	7.72552112419102	7.45146235336668	7.23695981095281	7.22810511943654	Mcm3ap	minichromosome maintenance complex component 3 associated protein
161	ENSMUSG00000001151	7.53353577010722	7.00361924452598	7.80889995297927	7.47703243948348	7.27423521733426	7.25141326517358	Pcnt	pericentrin (kendrin)
162	ENSMUSG00000001155	6.44138184684363	6.68984027428232	6.44138184684363	6.44138184684363	6.44138184684363	6.44138184684363	Ftcd	formiminotransferase cyclodeaminase
163	ENSMUSG00000001156	7.84467159776802	7.60187143902423	7.71825716304702	7.9367597699065	8.36147561614403	8.12003914438462	Mxd1	MAX dimerization protein 1
164	ENSMUSG00000001157	7.9401447168867	7.64383206376554	7.87992598729691	7.38872494526371	7.6966118603232	7.89749696248668	Gmcl1	germ cell-less, spermatogenesis associated 1
165	ENSMUSG00000001158	6.83515225231984	6.44138184684363	7.16549358684583	7.07158926640146	7.03085524987933	6.91554281659416	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)
